CMS Certification Number (CCN),Network,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,Profit or Non-Profit,Chain Owned,Chain Organization,Late Shift,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Certification Date,Claims Date,EQRS Date,SMR Date,Patient Survival Category Text,Patient Survival data availability code,Number of Patients included in survival summary,Mortality Rate (Facility),Mortality Rate: Upper Confidence Limit (97.5%),Mortality Rate: Lower Confidence Limit (2.5%),SHR Date,Patient hospitalization category text,Patient Hospitalization data availability Code,Number of patients included in hospitalization summary,Hospitalization Rate (Facility),Hospitalization Rate: Upper Confidence Limit (97.5%),Hospitalization Rate: Lower Confidence Limit (2.5%),SRR Date,Patient Hospital Readmission Category,Patient Hospital Readmission data availability Code,Number of hospitalizations included in hospital readmission summary,Readmission Rate (Facility),Readmission Rate: Upper Confidence Limit (97.5%),Readmission Rate: Lower Confidence Limit (2.5%),STrR Date,Patient Transfusion category text,Patient Transfusion data availability Code,Number of patients included in the transfusion summary,Transfusion Rate (Facility),Transfusion Rate: Upper Confidence Limit (97.5%),Transfusion Rate: Lower Confidence Limit (2.5%),FYSWR Date,FYSWR category text,Patient transplant waitlist data availability code,Number of patients in this facility for FYSWR,First Year Standardized Kidney Transplant Waitlist Ratio,95% C.I. (upper limit) for FYSWR,95% C.I. (lower limit) for FYSWR,PPPW category text,Patient prevalent transplant waitlist data availability code,Number of patients for PPPW,Percentage of Prevalent Patients Waitlisted for Kidney Transplant,95% C.I. (upper limit) for PPPW,95% C.I. (lower limit) for PPPW,SEDR Date,SEDR category text,Emergency Department Encounter data availability Code,Number of patients included in SEDR summary,Standardized ED visits ratio (Facility),SEDR: Upper Confidence Limit (97.5%),SEDR: Lower Confidence Limit (2.5%),ED30 Date,ED30 Category text,Emergency Department Encounter Ratio Occurring within 30 Days of Hospital Discharge data availability Code,Number of hospitalizations included in ED30 summary,Standardized ED visits within 30 days of hospital discharge ratio (Facility),ED30: Upper Confidence Limit (97.5%),ED30: Lower Confidence Limit (2.5%),YEARS Modality Switch BASED UPON,SMoSR: Classification Category (FACILITY),Modality Switch Data Availability Code,SMoSR: Number of Eligible patients (FACILITY),SMoSR: Standardized Modality Switch Ratio (FACILITY),SMoSR: Upper Confidence Limit (FACILITY),SMoSR: Lower Confidence Limit (FACILITY),SIR Date,Patient Infection category text,Patient Infection Data Availability Code,Standard Infection Ratio,SIR: Upper Confidence Limit (97.5%),SIR: Lower Confidence Limit (2.5%),Fistula Category Text,Fistula data availability code,Number of Patients included in fistula summary,Fistula Rate (Facility),Fistula Rate: Upper Confidence Limit (97.5%),Fistula Rate: Lower Confidence Limit (2.5%),HCP Vaccination Data Collection Dates,HCP Vaccination Data Availability Code,Healthcare worker COVID-19 vaccination adherence percentage,Adult HD Kt/V data availability code,Number of adult HD patients with KT/V data,Number of adult HD patient-months with Kt/V data,Percent of Adult HD patients with Kt/V >= 1.2,Adult PD Kt/V data availability code,Number of adult PD patients with KT/V data,Number of adult PD patient-months with Kt/V data,Percentage of Adult PD PTS with Kt/V >= 1.7,Pediatric HD Kt/V Data Availability Code,Number of pediatric HD patients with Kt/V data,Number of pediatric HD patient-months with KT/V data,Percentage of Pediatric HD patients with Kt/V >= 1.2,Pediatric PD Kt/V Data Availability Code,Number of pediatric PD patients with Kt/V data,Number of pediatric PD patient-months with KT/V data,Percentage of pediatric PD patients with Kt/V>=1.8,Percentage of Medicare patients with Hgb<10 g/dL,HGB<10 data availability code,Percentage of Medicare patients with Hgb>12 g/dL,Hgb > 12 data availability code,Number of Dialysis Patients with Hgb data,Hypercalcemia Data Availability Code,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Serum phosphorus Data Availability Code,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary,Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL,Long term catheter Data Availability Code,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Percentage of Adult patients with long term catheter in use,nPCR Data Availability Code,Number of patients in nPCR summary,Number of patient-months in nPCR summary,Percentage of pediatric HD patients with nPCR
522572,11,MONROE CLINIC DIALYSIS,01Jan2021-31Dec2024,3.0,001,120 W 7th Street,,MONROE,WI,53566,Green,(608) 581-3055,Profit,Yes,Fresenius Medical Care,No,11,Yes,Yes,Yes,2007-01-25,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,154.0,17.7,30.0,10.3,01Jan2024-31Dec2024,As Expected,001,42.0,109.9,207.1,63.1,01Jan2024-31Dec2024,As Expected,001,31.0,22.5,41.1,9.3,01Jan2024-31Dec2024,Worse than Expected,001,23.0,69.8,176.3,34.6,01Jan2021-31Dec2023,Not Available,199,21.0,,,,As Expected,001,35.0,12.7,50.9,2.0,01Jan2024-31Dec2024,As Expected,001,26.0,1.27,2.44,0.68,01Jan2023-31Dec2024,As Expected,001,40.0,1.78,3.25,0.68,01Jan2021-31Dec2023,As Expected,001,22.0,1.88,4.81,0.51,01Jan2024-31Dec2024,As Expected,001,0.24,1.2,0.01,As Expected,001,47.0,64.6,88.7,38.9,01Apr2025-30JUN2025,001,2.0,001,43.0,399.0,99.0,199,5.0,33.0,,259,0.0,,,259,0.0,,,,199,,199,10.0,001,49.0,440.0,3.0,001,52.0,461.0,6.0,17.0,26.0,28.0,22.0,001,47.0,429.0,29.0,259,0.0,,
522573,11,FRESENIUS MEDICAL CARE MIDWEST 27TH STREET BRANCH,01Jan2021-31Dec2024,1.0,001,3120 S 27TH ST,,MILWAUKEE,WI,53215,Milwaukee,(414) 643-1714,Profit,Yes,Fresenius Medical Care,Yes,16,Yes,Yes,No,2007-03-15,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,311.0,21.4,32.1,14.8,01Jan2024-31Dec2024,As Expected,001,69.0,208.2,316.3,143.7,01Jan2024-31Dec2024,As Expected,001,85.0,36.6,48.7,25.3,01Jan2024-31Dec2024,Not Available,199,18.0,,,,01Jan2021-31Dec2023,As Expected,001,52.0,0.45,1.61,0.05,As Expected,001,94.0,3.2,19.7,0.4,01Jan2024-31Dec2024,As Expected,001,23.0,1.19,2.43,0.6,01Jan2023-31Dec2024,As Expected,001,50.0,1.41,2.51,0.6,01Jan2021-31Dec2023,As Expected,001,60.0,0.3,1.07,0.04,01Jan2024-31Dec2024,Better than Expected,001,0.23,0.76,0.04,As Expected,001,100.0,42.5,63.4,16.7,01Apr2025-30JUN2025,001,3.0,001,92.0,850.0,97.0,201,0.0,,,259,0.0,,,259,0.0,,,17.0,001,0.0,001,12.0,001,93.0,851.0,0.0,001,103.0,931.0,6.0,18.0,24.0,30.0,21.0,001,100.0,880.0,31.0,259,0.0,,
522575,11,DaVita Amery Dialysis,01Jan2021-31Dec2024,3.0,001,970 ELDEN AVE,,AMERY,WI,54001,Polk,(715) 268-4288,Profit,Yes,DaVita,No,14,Yes,Yes,No,2008-08-28,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,236.0,26.8,39.6,18.2,01Jan2024-31Dec2024,As Expected,001,61.0,112.0,202.3,66.3,01Jan2024-31Dec2024,As Expected,001,42.0,26.0,43.0,13.2,01Jan2024-31Dec2024,As Expected,001,22.0,18.0,143.4,3.8,01Jan2021-31Dec2023,Not Available,199,21.0,,,,As Expected,001,49.0,23.2,49.4,8.5,01Jan2024-31Dec2024,As Expected,001,28.0,0.76,1.98,0.31,01Jan2023-31Dec2024,Worse than Expected,001,43.0,2.44,3.91,1.18,01Jan2021-31Dec2023,As Expected,001,40.0,2.25,4.43,0.97,01Jan2024-31Dec2024,As Expected,001,0.71,1.94,0.18,As Expected,001,48.0,62.3,87.8,35.2,01Apr2025-30JUN2025,001,0.0,280,48.0,391.0,,280,19.0,146.0,,280,0.0,,,280,0.0,,,4.0,001,0.0,001,25.0,280,63.0,567.0,,280,64.0,590.0,,,,,,001,48.0,418.0,17.0,280,0.0,,
522577,11,DaVita Humboldt Ridge Dialysis,01Jan2021-31Dec2024,2.0,001,2211 N HUMBOLDT BLVD,,MILWAUKEE,WI,53212,Milwaukee,(414) 336-7200,Profit,Yes,DaVita,No,24,Yes,No,No,2008-08-28,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,255.0,16.5,27.1,10.4,01Jan2024-31Dec2024,As Expected,001,63.0,126.5,206.9,82.6,01Jan2024-31Dec2024,As Expected,001,50.0,15.8,28.4,7.0,01Jan2024-31Dec2024,Not Available,199,17.0,,,,01Jan2021-31Dec2023,As Expected,001,28.0,0.0,1.11,0.0,Worse than Expected,001,54.0,0.5,4.5,0.0,01Jan2024-31Dec2024,As Expected,001,20.0,0.7,1.89,0.26,01Jan2023-31Dec2024,Better than Expected,001,41.0,0.17,0.88,0.0,01Jan2021-31Dec2023,As Expected,001,43.0,0.22,1.23,0.01,01Jan2024-31Dec2024,As Expected,001,0.31,1.02,0.05,As Expected,001,69.0,46.2,67.9,23.1,01Apr2025-30JUN2025,001,0.0,280,65.0,617.0,,280,0.0,,,280,0.0,,,280,0.0,,,,199,,199,10.0,280,66.0,629.0,,280,69.0,593.0,,,,,,001,69.0,643.0,19.0,280,0.0,,
522578,11,DaVita Oak Creek Dialysis,01Jan2021-31Dec2024,3.0,001,"8201 S HOWELL AVE, SUITE 600",,OAK CREEK,WI,53154,Milwaukee,(414) 762-3784,Profit,Yes,DaVita,No,12,Yes,No,No,2008-09-16,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,177.0,13.7,24.0,7.6,01Jan2024-31Dec2024,As Expected,001,47.0,155.5,260.1,99.6,01Jan2024-31Dec2024,As Expected,001,54.0,37.3,56.0,22.0,01Jan2024-31Dec2024,As Expected,001,23.0,31.7,117.8,11.8,01Jan2021-31Dec2023,Not Available,199,13.0,,,,As Expected,001,36.0,4.5,30.2,0.5,01Jan2024-31Dec2024,As Expected,001,24.0,0.96,2.14,0.45,01Jan2023-31Dec2024,As Expected,001,33.0,1.69,3.58,0.54,01Jan2021-31Dec2023,Better than Expected,001,28.0,2.86,6.24,1.05,01Jan2024-31Dec2024,As Expected,001,0.24,1.2,0.01,As Expected,001,58.0,58.8,82.1,33.9,01Apr2025-30JUN2025,001,1.0,280,57.0,459.0,,280,0.0,,,280,0.0,,,280,0.0,,,14.0,001,0.0,001,14.0,280,57.0,469.0,,280,58.0,482.0,,,,,,001,58.0,488.0,18.0,280,0.0,,
522579,11,DaVita Mequon Road Dialysis,01Jan2021-31Dec2024,5.0,001,W175 N11056 STONEWOOD DR,,GERMANTOWN,WI,53022,Washington,(262) 251-4047,Profit,Yes,DaVita,No,12,Yes,No,No,2008-10-15,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,124.0,21.7,33.7,13.3,01Jan2024-31Dec2024,As Expected,001,27.0,118.9,231.3,66.4,01Jan2024-31Dec2024,As Expected,001,27.0,15.2,30.9,5.2,01Jan2024-31Dec2024,Not Available,199,9.0,,,,01Jan2021-31Dec2023,Not Available,199,6.0,,,,As Expected,001,22.0,42.7,78.5,13.2,01Jan2024-31Dec2024,As Expected,001,12.0,1.69,3.34,0.86,01Jan2023-31Dec2024,As Expected,001,29.0,2.36,4.25,0.97,01Jan2021-31Dec2023,As Expected,001,24.0,0.53,2.93,0.01,01Jan2024-31Dec2024,As Expected,001,0.0,1.25,,As Expected,001,36.0,57.9,86.9,27.1,01Apr2025-30JUN2025,001,0.0,280,31.0,230.0,,280,0.0,,,280,0.0,,,280,0.0,,,,199,,199,10.0,280,34.0,255.0,,280,36.0,253.0,,,,,,001,36.0,272.0,6.0,280,0.0,,
522580,11,FMC - HAYWARD,01Jan2021-31Dec2024,2.0,001,10342 DYNO DR,,HAYWARD,WI,54843,Sawyer,(715) 634-3220,Profit,Yes,Fresenius Medical Care,No,12,Yes,Yes,No,2009-06-17,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,165.0,22.7,36.1,14.1,01Jan2024-31Dec2024,As Expected,001,30.0,140.7,265.1,80.8,01Jan2024-31Dec2024,As Expected,001,31.0,33.5,54.7,17.0,01Jan2024-31Dec2024,Not Available,199,13.0,,,,01Jan2021-31Dec2023,Not Available,199,21.0,,,,As Expected,001,33.0,13.8,51.0,2.4,01Jan2024-31Dec2024,As Expected,001,15.0,1.86,3.76,0.94,01Jan2023-31Dec2024,As Expected,001,30.0,1.57,3.64,0.44,01Jan2021-31Dec2023,As Expected,001,30.0,0.74,2.66,0.09,01Jan2024-31Dec2024,As Expected,001,0.25,1.24,0.01,As Expected,001,37.0,46.7,70.0,22.1,01Apr2025-30JUN2025,001,0.0,001,33.0,281.0,99.0,199,3.0,19.0,,259,0.0,,,259,0.0,,,,199,,199,10.0,001,35.0,326.0,0.0,001,40.0,342.0,5.0,21.0,24.0,27.0,23.0,001,37.0,315.0,43.0,259,0.0,,
522581,11,FRESENIUS MEDICAL CARE MIDWEST WAUKESHA,01Jan2021-31Dec2024,1.0,001,111 ANN STREET,,WAUKESHA,WI,53188,Waukesha,(262) 542-6179,Profit,Yes,Fresenius Medical Care,No,13,Yes,Yes,No,2009-08-17,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,157.0,18.1,30.2,10.6,01Jan2024-31Dec2024,As Expected,001,41.0,176.5,293.0,113.2,01Jan2024-31Dec2024,As Expected,001,43.0,35.7,52.1,21.8,01Jan2024-31Dec2024,Not Available,199,16.0,,,,01Jan2021-31Dec2023,Not Available,199,17.0,,,,As Expected,001,23.0,8.1,39.7,1.2,01Jan2024-31Dec2024,As Expected,001,17.0,1.25,2.57,0.62,01Jan2023-31Dec2024,As Expected,001,34.0,1.44,3.01,0.49,01Jan2021-31Dec2023,As Expected,001,31.0,1.39,3.56,0.38,01Jan2024-31Dec2024,As Expected,001,0.27,1.34,0.01,As Expected,001,39.0,51.6,77.7,24.1,01Apr2025-30JUN2025,001,0.0,001,35.0,291.0,100.0,201,0.0,,,259,0.0,,,259,0.0,,,,199,,199,5.0,001,35.0,292.0,1.0,001,39.0,308.0,6.0,18.0,34.0,27.0,15.0,001,39.0,300.0,23.0,259,0.0,,
522582,11,FRESENIUS KIDNEY CARE SHAWANO,01Jan2021-31Dec2024,3.0,001,1509 S LINCOLN ST,,SHAWANO,WI,54166,Shawano,(715) 524-8038,Profit,Yes,Fresenius Medical Care,No,13,No,Yes,Yes,2011-03-30,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,176.0,15.2,26.7,8.5,01Jan2024-31Dec2024,As Expected,001,48.0,140.2,242.2,87.4,01Jan2024-31Dec2024,As Expected,001,38.0,28.6,48.2,13.0,01Jan2024-31Dec2024,Not Available,199,10.0,,,,01Jan2021-31Dec2023,As Expected,001,31.0,0.36,2.02,0.01,As Expected,001,41.0,12.2,43.8,2.4,01Jan2024-31Dec2024,As Expected,001,10.0,0.6,2.89,0.13,01Jan2023-31Dec2024,As Expected,001,13.0,1.22,3.74,0.13,01Jan2021-31Dec2023,As Expected,001,28.0,0.63,2.28,0.08,01Jan2024-31Dec2024,As Expected,001,0.47,1.54,0.08,As Expected,001,48.0,62.7,86.1,37.7,01Apr2025-30JUN2025,001,5.0,001,46.0,366.0,99.0,199,8.0,55.0,,259,0.0,,,259,0.0,,,,199,,199,5.0,001,51.0,426.0,0.0,001,53.0,439.0,9.0,18.0,23.0,27.0,23.0,001,48.0,378.0,16.0,259,0.0,,
522583,11,DaVita Harbor View Dialysis,01Jan2021-31Dec2024,3.0,001,3113 WASHINGTON AVE,,RACINE,WI,53405,Racine,(262) 632-0120,Profit,Yes,DaVita,No,24,Yes,Yes,Yes,1977-09-01,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,522.0,22.4,34.1,15.2,01Jan2024-31Dec2024,As Expected,001,129.0,130.0,198.2,91.1,01Jan2024-31Dec2024,As Expected,001,87.0,26.6,37.6,17.3,01Jan2024-31Dec2024,As Expected,001,48.0,27.1,82.2,11.7,01Jan2021-31Dec2023,As Expected,001,54.0,1.17,2.98,0.32,As Expected,001,120.0,9.0,22.1,3.4,01Jan2024-31Dec2024,As Expected,001,51.0,0.9,1.67,0.51,01Jan2023-31Dec2024,As Expected,001,66.0,0.78,1.63,0.26,01Jan2021-31Dec2023,As Expected,001,63.0,1.93,3.55,0.93,01Jan2024-31Dec2024,Better than Expected,001,0.12,0.59,0.01,As Expected,001,112.0,42.3,62.9,16.7,01Apr2025-30JUN2025,001,3.0,280,107.0,899.0,,280,34.0,263.0,,280,0.0,,,280,0.0,,,13.0,001,0.0,001,23.0,280,139.0,1198.0,,280,145.0,1229.0,,,,,,001,112.0,952.0,16.0,280,0.0,,
522584,11,DaVita Willow Creek Dialysis,01Jan2021-31Dec2024,2.0,001,1139 WARWICK WAY,,RACINE,WI,53406,Racine,(262) 884-2730,Profit,Yes,DaVita,No,12,Yes,No,No,2003-04-01,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,206.0,26.0,39.6,17.0,01Jan2024-31Dec2024,As Expected,001,54.0,146.2,248.3,92.4,01Jan2024-31Dec2024,As Expected,001,34.0,25.8,50.0,9.8,01Jan2024-31Dec2024,Not Available,199,11.0,,,,01Jan2021-31Dec2023,As Expected,001,26.0,0.31,1.7,0.01,As Expected,001,37.0,16.2,47.0,4.1,01Jan2024-31Dec2024,Not Available,199,13.0,,,,01Jan2023-31Dec2024,As Expected,001,14.0,2.41,5.07,0.63,01Jan2021-31Dec2023,As Expected,001,43.0,1.42,3.08,0.52,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.66,,As Expected,001,52.0,40.1,64.5,14.1,01Apr2025-30JUN2025,001,6.0,280,41.0,383.0,,280,0.0,,,280,0.0,,,280,0.0,,,,199,,199,8.0,280,47.0,435.0,,280,51.0,433.0,,,,,,001,52.0,466.0,28.0,280,0.0,,
522586,11,DaVita Northern Star Dialysis,01Jan2021-31Dec2024,3.0,001,311 ELM ST,PO BOX 1487,WOODRUFF,WI,54568,Oneida,(715) 356-0132,Profit,Yes,DaVita,No,24,Yes,Yes,Yes,1977-09-01,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,271.0,25.5,37.4,18.0,01Jan2024-31Dec2024,As Expected,001,70.0,140.3,228.5,92.0,01Jan2024-31Dec2024,As Expected,001,49.0,22.8,42.5,9.8,01Jan2024-31Dec2024,As Expected,001,39.0,58.9,142.5,30.1,01Jan2021-31Dec2023,Not Available,199,36.0,,,,As Expected,001,49.0,21.8,50.0,7.2,01Jan2024-31Dec2024,As Expected,001,47.0,1.21,2.45,0.71,01Jan2023-31Dec2024,As Expected,001,58.0,1.44,2.57,0.64,01Jan2021-31Dec2023,Better than Expected,001,48.0,2.88,5.47,1.32,01Jan2024-31Dec2024,As Expected,001,0.51,1.7,0.09,As Expected,001,57.0,68.2,87.7,47.4,01Apr2025-30JUN2025,001,0.0,280,56.0,435.0,,280,18.0,137.0,,280,0.0,,,280,0.0,,,9.0,001,0.0,001,23.0,280,71.0,586.0,,280,75.0,621.0,,,,,,001,57.0,459.0,12.0,280,0.0,,
522587,11,DaVita Stevens Point Dialysis,01Jan2021-31Dec2024,2.0,001,1100 MERIDIAN DR,,PLOVER,WI,54467,Portage,(715) 343-1266,Profit,Yes,DaVita,No,12,Yes,No,No,1977-09-01,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,229.0,15.6,25.2,9.5,01Jan2024-31Dec2024,As Expected,001,55.0,163.1,275.5,103.6,01Jan2024-31Dec2024,As Expected,001,45.0,33.6,50.3,19.5,01Jan2024-31Dec2024,Not Available,199,21.0,,,,01Jan2021-31Dec2023,Not Available,199,24.0,,,,As Expected,001,42.0,15.5,48.0,3.5,01Jan2024-31Dec2024,Worse than Expected,001,26.0,4.43,6.3,3.13,01Jan2023-31Dec2024,As Expected,001,33.0,1.5,2.84,0.54,01Jan2021-31Dec2023,As Expected,001,42.0,1.54,3.36,0.57,01Jan2024-31Dec2024,As Expected,001,0.57,1.54,0.14,As Expected,001,55.0,42.6,66.2,17.4,01Apr2025-30JUN2025,001,0.0,280,52.0,423.0,,280,0.0,,,280,0.0,,,280,0.0,,,27.0,001,0.0,001,15.0,280,53.0,429.0,,280,55.0,443.0,,,,,,001,55.0,443.0,26.0,280,0.0,,
522588,11,DaVita Marshfield Dialysis,01Jan2021-31Dec2024,2.0,001,123 NORTHRIDGE ST,,MARSHFIELD,WI,54449,Marathon,(715) 384-3478,Profit,Yes,DaVita,No,17,Yes,Yes,Yes,1977-09-01,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,336.0,24.3,34.5,17.7,01Jan2024-31Dec2024,As Expected,001,85.0,162.6,253.9,109.5,01Jan2024-31Dec2024,As Expected,001,75.0,21.6,33.2,12.6,01Jan2024-31Dec2024,As Expected,001,33.0,29.9,110.9,11.1,01Jan2021-31Dec2023,As Expected,001,38.0,1.82,4.25,0.59,As Expected,001,84.0,21.6,44.0,8.8,01Jan2024-31Dec2024,As Expected,001,38.0,0.96,2.0,0.49,01Jan2023-31Dec2024,As Expected,001,69.0,1.52,2.59,0.74,01Jan2021-31Dec2023,Better than Expected,001,48.0,2.78,4.98,1.39,01Jan2024-31Dec2024,Better than Expected,001,0.13,0.65,0.01,As Expected,001,86.0,46.1,70.0,22.9,01Apr2025-30JUN2025,001,0.0,280,70.0,522.0,,280,28.0,225.0,,280,0.0,,,280,0.0,,,25.0,001,0.0,001,20.0,280,103.0,849.0,,280,111.0,906.0,,,,,,001,86.0,658.0,32.0,280,0.0,,
522589,11,DaVita Wisconsin Rapids Dialysis,01Jan2021-31Dec2024,3.0,001,1041B HILL ST,,WISCONSIN RAPIDS,WI,54494,Wood,(715) 800-2420,Profit,Yes,DaVita,No,17,Yes,No,No,1995-03-16,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,287.0,21.3,31.7,14.9,01Jan2024-31Dec2024,As Expected,001,69.0,120.3,221.4,70.1,01Jan2024-31Dec2024,As Expected,001,47.0,26.0,42.4,13.5,01Jan2024-31Dec2024,As Expected,001,33.0,16.6,90.0,4.6,01Jan2021-31Dec2023,As Expected,001,32.0,1.28,3.74,0.26,As Expected,001,53.0,11.8,42.2,2.4,01Jan2024-31Dec2024,As Expected,001,37.0,1.21,2.39,0.64,01Jan2023-31Dec2024,As Expected,001,46.0,1.02,2.29,0.31,01Jan2021-31Dec2023,Worse than Expected,001,41.0,0.0,0.93,0.0,01Jan2024-31Dec2024,As Expected,001,0.5,1.36,0.13,As Expected,001,71.0,63.9,86.9,41.5,01Apr2025-30JUN2025,001,0.0,280,64.0,638.0,,280,0.0,,,280,0.0,,,280,0.0,,,13.0,001,0.0,001,24.0,280,65.0,644.0,,280,72.0,677.0,,,,,,001,71.0,682.0,25.0,280,0.0,,
522591,11,DaVita Rhinelander Dialysis,01Jan2021-31Dec2024,4.0,001,1306 LINCOLN ST,,RHINELANDER,WI,54501,Oneida,(715) 350-7830,Profit,Yes,DaVita,No,9,Yes,No,No,2000-05-25,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,142.0,13.1,23.1,6.8,01Jan2024-31Dec2024,Better than Expected,001,48.0,47.4,129.1,19.9,01Jan2024-31Dec2024,As Expected,001,13.0,17.3,54.0,1.7,01Jan2024-31Dec2024,Not Available,199,20.0,,,,01Jan2021-31Dec2023,Not Available,199,12.0,,,,As Expected,001,35.0,13.8,50.6,2.5,01Jan2024-31Dec2024,As Expected,001,21.0,1.52,2.97,0.79,01Jan2023-31Dec2024,As Expected,001,11.0,2.19,4.98,0.49,01Jan2021-31Dec2023,As Expected,001,26.0,0.0,1.77,0.0,01Jan2024-31Dec2024,As Expected,001,0.45,1.48,0.08,As Expected,001,53.0,54.7,80.1,27.5,01Apr2025-30JUN2025,001,2.0,280,50.0,479.0,,280,0.0,,,280,0.0,,,280,0.0,,,8.0,001,0.0,001,12.0,280,51.0,491.0,,280,52.0,495.0,,,,,,001,53.0,510.0,20.0,280,0.0,,
522593,11,DaVita Wausau Dialysis,01Jan2021-31Dec2024,3.0,001,"2600 STEWART AVE, SUITE 144",,WAUSAU,WI,54401,Marathon,(715) 841-1708,Profit,Yes,DaVita,Yes,26,Yes,Yes,No,1998-04-01,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,273.0,24.3,36.8,16.7,01Jan2024-31Dec2024,As Expected,001,78.0,145.6,239.2,93.8,01Jan2024-31Dec2024,As Expected,001,78.0,34.0,48.6,21.6,01Jan2024-31Dec2024,As Expected,001,39.0,20.1,74.4,7.4,01Jan2021-31Dec2023,As Expected,001,26.0,1.32,3.85,0.27,As Expected,001,60.0,19.6,44.5,6.9,01Jan2024-31Dec2024,As Expected,001,40.0,0.86,1.84,0.43,01Jan2023-31Dec2024,As Expected,001,56.0,0.73,1.67,0.21,01Jan2021-31Dec2023,As Expected,001,47.0,0.75,2.18,0.15,01Jan2024-31Dec2024,As Expected,001,0.81,1.8,0.3,As Expected,001,69.0,56.3,77.3,33.8,01Apr2025-30JUN2025,001,5.0,280,68.0,590.0,,280,15.0,135.0,,280,0.0,,,280,0.0,,,12.0,001,0.0,001,25.0,280,85.0,752.0,,280,86.0,765.0,,,,,,001,69.0,623.0,20.0,280,0.0,,
522594,11,FRESENIUS MEDICAL CARE - MANITOWOC,01Jan2021-31Dec2024,2.0,001,3711 DEWEY ST,,MANITOWOC,WI,54220,Manitowoc,(920) 686-1120,Profit,Yes,Fresenius Medical Care,No,12,Yes,Yes,Yes,1993-10-22,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,132.0,24.2,38.5,14.3,01Jan2024-31Dec2024,As Expected,001,31.0,123.2,242.5,68.1,01Jan2024-31Dec2024,As Expected,001,26.0,26.8,45.2,12.3,01Jan2024-31Dec2024,Not Available,199,11.0,,,,01Jan2021-31Dec2023,Not Available,199,9.0,,,,As Expected,001,22.0,20.4,58.8,4.4,01Jan2024-31Dec2024,As Expected,001,16.0,0.84,2.0,0.37,01Jan2023-31Dec2024,As Expected,001,21.0,1.48,3.1,0.46,01Jan2021-31Dec2023,As Expected,001,19.0,1.32,4.76,0.16,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.98,,As Expected,001,28.0,47.3,77.3,15.5,01Apr2025-30JUN2025,001,0.0,001,28.0,235.0,99.0,199,9.0,81.0,,201,0.0,,,201,0.0,,,36.0,001,0.0,001,11.0,001,36.0,318.0,1.0,001,39.0,331.0,9.0,24.0,28.0,26.0,12.0,001,28.0,232.0,32.0,201,0.0,,
