facility_id,facility_name_cms,address_line_1_cms,address_line_2_cms,city_cms,state_cms,zip_code_cms,county_cms,telephone_cms,dialysis_station_count,facility_name_google,formatted_address_google,place_id_google,latitude,longitude,match_status
062562,DaVita Parker Dialysis Center,10371 S PARK GLENN WAY STE 180,NA,PARKER,CO,80138,Douglas,(303) 840-0541,14,DaVita Parker Dialysis Center,"10371 Parkglenn Way #180, Parker, CO 80138, United States",ChIJYdmGjRyObIcRDmaDx9t5xak,39.5286943,-104.7657126,manual
062563,062563 LIBERTY DIALYSIS - COLORADO SPRINGS NORTH (FMC),2180 HOLLOWBROOK DR,NA,COLORADO SPRINGS,CO,80918,El Paso,(719) 593-2999,16,Liberty Dialysis Colorado Springs North,"2180 Hollow Brook Dr, Colorado Springs, CO 80918, United States",ChIJOXB0aeVOE4cR8W2nTqJ2S8M,38.9211025,-104.7855399,verified
062564,062564 LIBERTY DIALYSIS - COLORADO SPRINGS SOUTH (FMC),2508 AIRPORT RD,NA,COLORADO SPRINGS,CO,80909,El Paso,(719) 227-7455,18,Liberty Dialysis Colorado Springs South,"2508 Airport Rd, Colorado Springs, CO 80910, United States",ChIJ6SpZJkxEE4cRW6DM5hLs5k8,38.8265548,-104.7831344,verified
062566,062566 LIBERTY DIALYSIS COLORADO SPRINGS CENTRAL (FMC),1910 E LELARAY ST,NA,COLORADO SPRINGS,CO,80909,El Paso,(719) 380-4878,24,Liberty Dialysis Colorado Springs Central,"1910 Lelaray St, Colorado Springs, CO 80909, United States",ChIJ-f7feZtFE4cRjthX3MEHi10,38.8578642,-104.7919994,verified
062567,DaVita Mesa County Dialysis,561 25 ROAD STE D,NA,GRAND JUNCTION,CO,81505,Mesa,(970) 248-9120,15,DaVita Mesa County Dialysis,"561 25 Rd ste d, Grand Junction, CO 81505, United States",ChIJp0DdTx4dR4cRAEDv60maC40,39.0858918,-108.5905477,verified
062568,062568 PUEBLO WEST DIALYSIS (FMC),73 N ASPEN SKI WAY,NA,PUEBLO WEST,CO,81007,Pueblo,(719) 547-3888,13,Fresenius Kidney Care Pueblo West,"73 N Aspen Ski Way, Pueblo West, CO 81007, United States",ChIJiU5kdI-eE4cR4NlTBi0T0rg,38.338447,-104.73838,verified
062569,DaVita Black Canyon Dialysis,3421 S RIO GRANDE AVE,UNIT D1,MONTROSE,CO,81401,Montrose,(970) 240-7925,13,DaVita Black Canyon Dialysis,"3421 S Rio Grande Ave D1, Montrose, CO 81401, United States",ChIJgSY3929QP4cRHdnSDolpjwE,38.4468317,-107.8697256,verified
062570,062570 KIDNEY CENTER OF BEAR CREEK (ARA),11058 WEST JEWELL AVE,NA,LAKEWOOD,CO,80232,Jefferson,(303) 233-4204,15,Innovative Renal Care Kidney Center of Bear Creek,"11058 W Jewell Ave, Lakewood, CO 80232, United States",ChIJq6qqqjqHa4cReQT-y43E8Q8,39.680819,-105.121032,verified
062572,DaVita South West Denver Dialysis,8601 W CROSS DR,UNIT C-2,LITTLETON,CO,80123,Jefferson,(303) 933-2367,8,DaVita South West Denver Dialysis,"8601 W Cross Dr unit c-2, Littleton, CO 80123, United States",ChIJQb1g0hB_a4cRnhUX_W3W24Y,39.6149128,-105.0952349,verified
062574,DaVita Red Hawk Dialysis,4348 WOODLAND BLVD STE 131,NA,CASTLE ROCK,CO,80104,Douglas,(303) 663-2875,8,DaVita Red Hawk Dialysis,"4348 Woodlands Blvd Ste 131, Castle Rock, CO 80104, United States",ChIJQfwn7tuZbIcRgVIm7EYsT6g,39.4064197,-104.8524987,manual
062575,062575 PAVILION DIALYSIS (FMC),723 DELAWARE ST #M105,NA,DENVER,CO,80204,Denver,(303) 623-2107,24,Fresenius Kidney Care Pavilion,"723 Delaware St M105 M105, Denver, CO 80204, United States",ChIJuXTvXS9_bIcRPVdFhpY1vQ4,39.7277741,-104.9930252,manual
062576,DaVita Sable Dialysis,509 N SABLE BLVD,NA,AURORA,CO,80011,Arapahoe,(303) 366-9458,30,DaVita Sable Dialysis,"509 N Sable Blvd, Aurora, CO 80011, United States",ChIJL3uZJh9jbIcRCbhM-6H_Wdc,39.7241229,-104.8201308,verified
062577,DaVita Northeastern Colorado Diaysis,1329 E Main Street,NA,Sterling,CO,80751,Logan,(970) 740-5368,12,DaVita Northeastern Colorado Dialysis,"603 Holly Dr, Sterling, CO 80751, United States",ChIJR-FJ13fzcYcRJLFv7EX8w64,40.6108894,-103.220318,manual
062578,062578 -  WEST HAMPDEN DIALYSIS (FMC),750 west hampden ave #110,NA,ENGLEWOOD,CO,80110,Arapahoe,(303) 789-5400,12,Fresenius Kidney Care West Hampden,"750 W Hampden Ave STE 110, Englewood, CO 80110, United States",ChIJDbvb9UU134cRUmgxnYViM_w,39.6523657,-104.9964446,manual
062579,DaVita Loveland Central Dialysis,1453 Denver Ave,NA,LOVELAND,CO,80538,Larimer,(970) 663-4607,12,DaVita Loveland Central Dialysis,"1453 N Denver Ave, Loveland, CO 80538, United States",ChIJiRzkBCZTaYcRfIzyid36r2U,40.4081687,-105.0464096,verified
062580,NORTHERN COLORADO HOME THERAPY DIALYSIS (FMC),5285 MCWHINNEY BLVD #190,NA,LOVELAND,CO,80538,Larimer,(970) 667-0596,6,FRESENIUS KIDNEY CARE NORTHERN COLORADO HOME PROGRAM,"5285 McWhinney Blvd # 190, Loveland, CO 80538, United States",ChIJTwu6J-SsbocRWYA9G6SQcAY,40.4110098,-105.0030711,manual
062581,062581 KIDNEY CENTER OF NORTHRIDGE (ARA),"1865 W 121st Ave, Ste 300C",NA,Westminster,CO,80234,Adams,(303) 429-9550,21,Innovative Renal Care Kidney Center of Northridge,"1865 W 121st Ave 300 C, Westminster, CO 80234, United States",ChIJGV44AsB1bIcREaLxfcJt0fg,39.9170154,-105.0092628,manual
062582,DaVita West Lakewood Dialysis,"11700 W 2ND PL, STE 325",NA,LAKEWOOD,CO,80228,Jefferson,(303) 987-4672,14,DaVita West Lakewood Dialysis,"11700 W 2nd Pl Ste 325, Lakewood, CO 80228, United States",ChIJqaZJ6_6Da4cRr5FvQJOepHI,39.7155391,-105.1299977,manual
062583,062583 PARKER KIDNEY CENTER (ARA),18320 E COTTONWOOD DR STE C,NA,PARKER,CO,80138,Douglas,(303) 805-2060,17,Parker Kidney Center,"18320 Cottonwood Dr suite c, Parker, CO 80138, United States",ChIJ7bKStV2ObIcRPyXjgLIyjCA,39.5572768,-104.7778961,verified
062584,062584 SOUTH DENVER DIALYSIS (FMC),3410 S GALENA ST SUITE 100,NA,DENVER,CO,80231,Denver,(303) 671-2419,13,Fresenius Kidney Care South Denver,"3410 S Galena St Ste 100, Denver, CO 80231, United States",ChIJRyDtLpWHbIcRx6J326duEyI,39.6548284,-104.8695891,manual
062585,062585 NORTH GREELEY DIALYSIS (FMC),1212 9TH ST,NA,GREELEY,CO,80631,Weld,(970) 356-5704,17,Fresenius Kidney Care North Greeley,"1212 9th St, Greeley, CO 80631, United States",ChIJZdZxpC6ibocRYsBsAj5Z8yM,40.423585,-104.6990864,verified
062586,DaVita Greeley Dialysis,2812 W 10TH ST,NA,GREELEY,CO,80634,Weld,(970) 352-9072,12,DaVita Greeley Dialysis,"2812 W 10th St, Greeley, CO 80634, United States",ChIJVxT9Ht2jbocRX1whUxOdxoY,40.4221854,-104.7262386,verified
062587,062587 KIDNEY CENTER OF WHEAT RIDGE (ARA),6920 W 38th AVE,NA,WHEAT RIDGE,CO,80033,Jefferson,(303) 463-3041,16,Innovative Renal Care The Kidney Center of Wheat Ridge,"6920 W 38th Ave, Denver, CO 80033, United States",ChIJqzVRL6qHa4cRES73LgyU2WM,39.7689835,-105.073666,verified
062588,DaVita Fort Collins Dialysis,1601 Prospect Parkway,Suite 180,FORT COLLINS,CO,80525,Larimer,(970) 493-0753,12,DaVita Fort Collins Dialysis,"1601 Prospect Park Way ste 180, Fort Collins, CO 80525, United States",ChIJO2INIS1LaYcR5jYbANB-5xE,40.5664062,-105.0341796,manual
062589,062589-KIDNEY CENTER OF THE ROCKIES,50 Buck Creek Road,Suite 110,AVON,CO,81620,Eagle,(970) 949-3236,7,Innovative Renal Care Kidney Center of the Rockies,"50 Buck Creek Rd #110, Avon, CO 81620, United States",ChIJz2jCIs53aocRHbtmc8oD1oA,39.6396671,-106.5224581,manual
062590,062590-KIDNEY CENTER OF FREDERICK,5992 Iris Parkway,NA,LONGMONT,CO,80504,Boulder,(303) 833-1381,12,Innovative Renal Care Kidney Center of Frederick,"5992 Iris Pkwy, Longmont, CO 80504, United States",ChIJJb_Sd9QIbIcRmYoaDGIOLY0,40.110896,-104.9432304,manual
062591,DaVita Platte Valley Dialysis,1321 S 4th Ave,Suite 100,BRIGHTON,CO,80601,Adams,(303) 654-8202,12,DaVita Platte Valley Dialysis,"1321 S 4th Ave Ste 100, Brighton, CO 80601, United States",ChIJR4eMcwxtbIcRndX7MOdvZJQ,39.9669372,-104.818923,verified
062592,DaVita Montbello Dialysis,4834 Chambers Road,NA,DENVER,CO,80239,Denver,(303) 371-1502,12,DaVita Montbello Dialysis,"4834 Chambers Rd, Denver, CO 80239, United States",ChIJX-OOkpVlbIcRe6iYTIbvbcI,39.7850095,-104.8078606,manual
062593,062593-Fresenius Kidney Care Poudre Valley Dialysis,1526 Oakridge Dr,NA,Fort Collins,CO,80525,Larimer,(970) 223-8338,13,FRESENIUS KIDNEY CARE POUDRE VALLEY,"1526 Oakridge Dr, Fort Collins, CO 80525, United States",ChIJE3CBRtlNaYcRuHvhT_TX8Es,40.5230692,-105.0513782,verified
062594,062594-Liberty Dialysis-Colorado Springs West,3326 Centennial Blvd,NA,Colorado Springs,CO,80907,El Paso,(719) 257-6867,12,Fresenius Kidney Care Colorado Springs West,"3326 Centennial Blvd, Colorado Springs, CO 80907, United States",ChIJg2DjyVRRE4cRvnSbdMQR4m0,38.8788415,-104.8488589,verified
062595,062595-Fresenius Kidney Care Castle Rock Dialysis,4352 Trail Boss Drive,NA,Castle Rock,CO,80104,Douglas,(303) 663-2670,15,Fresenius Kidney Care Castle Rock,"4352 Trail Boss Dr, Castle Rock, CO 80104, United States",ChIJX-TK-5mZbIcR5W_Pb32j2zA,39.4055639,-104.8587981,manual
062596,Fresenius Kidney Care Sloans Lake,4097 West Colfax Ave,NA,Denver,CO,80204,Denver,(720) 472-5525,24,Fresenius Kidney Care Sloans Lake,"4097 W Colfax Ave, Denver, CO 80204, United States",ChIJbdCS47CHa4cR_7jjOeSPUT8,39.7404859,-105.0402013,manual
062597,USRC Altitude Dialysis,12100 E Illiff Ave,Suite 102,Aurora,CO,80014,Arapahoe,(720) 262-7281,12,U.S. Renal Care,"12100 E Iliff Ave Suite 102, Aurora, CO 80014, United States",ChIJHUccqCaHbIcR0NzjfQNoodM,39.6737085,-104.8461556,manual
062598,USRC Lone Tree,9777 S Yosemite St,#130A+C,Lonetree,CO,80124,Douglas,(720) 798-3714,16,U.S. Renal Care,"9777 S Yosemite St Suite 130A, B, C, Lone Tree, CO 80124, United States",ChIJf9nLwKmFbIcRPVt2-4v1e2w,39.5395431,-104.8864191,manual
062599,DaVita Red Rocks Dialysis,"9945 W Remington Place, Suite 1",NA,Littleton,CO,80128,Jefferson,(970) 486-2650,11,Davita Red Rocks Dialysis,"9945 W Remington Pl #1, Littleton, CO 80128, United States",ChIJ0a55wpV_a4cRvWU12KyqzVY,39.5650319,-105.1078804,manual
062600,Fresenius Kidney Care West Belleview,200 W Belleview Ave,Unit 150,Englewood,CO,80110,Arapahoe,(303) 723-6280,13,Fresenius Kidney Care Littleton,"200 W Belleview Ave Unit 150, Englewood, CO 80110, United States",ChIJcc2TtIqBbIcRpa27FOpgzV4,39.6230662,-104.9909124,verified
062601,Fresenius Kidney Care Lowry,9050 E Lowry Blvd,Ste 130,Denver,CO,80230,Denver,(303) 583-4970,15,Fresenius Kidney Care Lowry,"9050 E Lowry Blvd Ste 130, Denver, CO 80230, United States",ChIJ9f_uCb99bIcR_rGpbDQH4uQ,39.72447469999999,-104.8818647,verified
322310,322310 UNM PEDIATRIC DIALYSIS,2211 LOMAS BLVD NE BOX 256,NA,ALBUQUERQUE,NM,87106,Bernalillo,(505) 925-4387,4,UNM Hospital,"2211 Lomas Blvd NE, Albuquerque, NM 87106, United States",ChIJdYDs0c4MIocRmo0tuqOKzyE,35.0882062,-106.6189678,manual
322500,322500 NEW MEXICO ARTIFICIAL KIDNEY CENTER (FMC),1600 RANDOLPH SE STE 100,NA,ALBUQUERQUE,NM,87106,Bernalillo,(505) 244-3633,21,Fresenius Kidney Care Albuquerque,"1600 Randolph Ct SE STE 100, Albuquerque, NM 87106, United States",ChIJ3a4HX3gMIocRqfGvE6vjOgI,35.0532766,-106.6292047,manual
322501,322501 SANTA FE DIALYSIS (FMC),641 HARKLE RD,NA,SANTA FE,NM,87505,Santa Fe,(505) 982-9427,20,Fresenius Kidney Care Santa Fe,"641 Harkle Rd, Santa Fe, NM 87505, United States",ChIJL9pONoxQGIcRvEH9q4_gbXo,35.659837,-105.9533202,verified
322503,DaVita Four Corners Dialysis Center,801 W BROADWAY,NA,FARMINGTON,NM,87401,San Juan,(505) 325-2827,36,DaVita Four Corners Dialysis Center,"801 W Broadway, Farmington, NM 87401, United States",ChIJ-2RBxvWPO4cRCSwyso1oHfI,36.7276495,-108.2185893,verified
322504,322504 ALBUQUERQUE KIDNEY CENTER (FMC),11296 LOMAS BLVD NE,NA,ALBUQUERQUE,NM,87112,Bernalillo,(505) 298-5557,21,Fresenius Kidney Care Northeast Albuquerque,"11296 Lomas Blvd NE, Albuquerque, NM 87112, United States",ChIJo2NUcHCgGIcR5oh_EgHWq0c,35.0863931,-106.525127,verified
322505,322505 LAS CRUCES DIALYSIS (FMC),3875 FOOTHILLS RD,NA,LAS CRUCES,NM,88011,Dona Ana,(575) 522-5858,25,Fresenius Kidney Care Las Cruces,"3875 Foothills Rd, Las Cruces, NM 88011, United States",ChIJnxMKgU893oYRHYK-MSfIjgg,32.3216352,-106.7351995,verified
322506,322506 ALBUQUERQUE DIALYSIS (DCI),1500 INDIAN SCHOOL RD NE,NA,ALBUQUERQUE,NM,87102,Bernalillo,(505) 724-1500,32,"Dialysis Clinic, Inc.","8121 Central Ave NW, Albuquerque, NM 87121, United States",ChIJB-pSZZkTIocRx0lssLuTpYQ,35.0792318,-106.7265033,manual
322507,322507 SILVER CITY DIALYSIS (DCI),1310 SUNSET LN,NA,SILVER CITY,NM,88061,Grant,(575) 538-0208,16,"Dialysis Clinic, Inc.","1310 E, Sunset Ln, Silver City, NM 88061, United States",ChIJl0xqyGrI2IYRG5TBDwfW_W8,32.7998072,-108.2603989,verified
322508,322508 ALAMOGORDO DIALYSIS (FMC),2578 MEDICAL DR,NA,ALAMOGORDO,NM,88310,Otero,(575) 437-9731,17,Fresenius Kidney Care Alamogordo,"2578 Medical Dr, Alamogordo, NM 88310, United States",ChIJSz1aDjdQ4IYRkX0h41qu-DY,32.9240721,-105.9327611,verified
322509,322509 RIO RANCHO DIALYSIS (FMC),1760 GRANDE BLVD STE 100,NA,RIO RANCHO,NM,87124,Sandoval,(505) 892-1880,25,Fresenius Kidney Care Rio Rancho,"1760 Grande Blvd SE # 100, Rio Rancho, NM 87124, United States",ChIJgbmKiOJwIocRR7mPDB3rcAc,35.2274204,-106.6612856,manual
322510,322510 GRANTS DIALYSIS (DCI),1213 BONITA ST,NA,GRANTS,NM,87020,Cibola,(505) 285-5200,12,"Dialysis Clinic, Inc.","1213 Bonita Ave, Grants, NM 87020, United States",ChIJnycIVBObI4cRZl2Vsb2FD6o,35.1620808,-107.8288809,verified
322511,322511 CENTRAL NEW MEXICO KIDNEY CENTER (FMC),2800 PALMILLA RD,NA,LOS LUNAS,NM,87031,Valencia,(505) 866-9544,20,Fresenius Kidney Care Central New Mexico Kidney Center,"2800 Palmilla Rd NW, Los Lunas, NM 87031, United States",ChIJ8Y8Zp4ccIocRDAtHJ5poi9k,34.818415,-106.7687419,verified
322513,322513 ESPANOLA DIALYSIS (FMC),1420 CALLE DE LA MERCED,NA,ESPANOLA,NM,87532,Rio Arriba,(505) 753-9427,17,Fresenius Kidney Care Espanola,"1420 C. de la Merced, Española, NM 87532, United States",ChIJqdIg7Z08GIcRD-pIJ7-lHjc,36.0102302,-106.0930878,manual
322514,322514 TAOS DIALYSIS (DCI),1335 MAESTAS RD,NA,TAOS,NM,87571,Taos,(575) 751-4010,24,"Dialysis Clinic, Inc.","1335 Maestas Rd, Taos, NM 87571, United States",ChIJuWiEK7xkF4cRDXZ17ktJhKE,36.3679882,-105.5748283,verified
322515,DaVita Shiprock Dialysis Center,US HIGHWAY 491 N,NA,SHIPROCK,NM,87420,San Juan,(505) 368-4125,20,DaVita Shiprock Dialysis Center,"US-491, Shiprock, NM 87420, United States",ChIJXXfI5oSuO4cRoH8R0Lf6eWg,36.793088,-108.6893439,verified
322516,322516 DEMING DIALYSIS (FMC),814 W ADOBE DR,NA,DEMING,NM,88030,Luna,(575) 546-1101,17,Fresenius Kidney Care Deming,"814 W Adobe Dr, Deming, NM 88030, United States",ChIJPTg7IwHE3oYR_DzvNiQcyh4,32.2554155,-107.767951,verified
322518,322518 LAS VEGAS NM DIALYSIS (FMC),246 MILLS AVE,NA,LAS VEGAS,NM,87701,San Miguel,(505) 454-7012,9,Fresenius Kidney Care Las Vegas,"246 Mills Ave, Las Vegas, NM 87701, United States",ChIJjccYvZJ3GYcRNMCbiTFju6s,35.5997868,-105.2336054,verified
322519,322519 SOUTHEASTERN NM KIDNEY CENTER (FMC),2801 N MAIN SUITE H,NA,ROSWELL,NM,88201,Chaves,(575) 625-9165,24,Fresenius Kidney Care Southeastern New Mexico Kidney Center,"2801 N Main St STE H, Roswell, NM 88201, United States",ChIJzdihTFRu4oYRsenrQN7vxzw,33.4290856,-104.5228123,verified
322520,322520 RIO RANCHO DIALYSIS (DCI),4045 JACKIE RD SE,NA,RIO RANCHO,NM,87124,Sandoval,(505) 896-8861,24,"Dialysis Clinic, Inc.","4045 Jackie Rd SE, Rio Rancho, NM 87124, United States",ChIJIfCrvvJxIocRyfahf4zIEy4,35.2373857,-106.6538245,verified
322521,322521 HOBBS DIALYSIS (FMC),2827 N DAL PASO STE 105,NA,HOBBS,NM,88240,Lea,(575) 392-1014,20,Fresenius Kidney Care Hobbs,"2827 N Dal Paso St Ste 105, Hobbs, NM 88240, United States",ChIJ5fUjCtiU_IYRSxmh0fFzx5M,32.7313869,-103.1281742,manual
322522,322522 CARLSBAD DIALYSIS (DCI),2319 OSBORNE RD,NA,CARLSBAD,NM,88220,Eddy,(575) 885-6998,22,"Dialysis Clinic, Inc.","2319 Osborne Rd, Carlsbad, NM 88220, United States",ChIJRzUVxiZ444YRY8ci-9TFuiw,32.4382724,-104.2564367,verified
322523,322523 NORTH ALBUQUERQUE DIALYSIS CENTER (FMC),5200 San Mateo Blvd NE,NA,Albuquerque,NM,87109,Bernalillo,(505) 883-7599,24,Fresenius Kidney Care North Albuquerque,"5200 San Mateo Blvd NE, Albuquerque, NM 87109, United States",ChIJR12JEuZ0IocRiiGBldscLgY,35.1400959,-106.585645,verified
322524,322524 ACL DIALYSIS (DCI),I-40 EXIT 102,NA,SAN FIDEL,NM,87049,Cibola,(505) 552-7292,24,Dialysis Clinic Inc,"501 Sunrise Ct, Acoma Pueblo, NM 87034, United States",ChIJS6UWLYG-I4cRmtIlwG_dHHg,35.0403044,-107.6179512,manual
322526,322526 RATON DIALYSIS (DCI),900 S SIXTH ST,NA,RATON,NM,87740,Colfax,(575) 445-4300,9,"Dialysis Clinic, Inc.","900 S 6th St, Raton, NM 87740, United States",ChIJ3w8o00DwEIcRIbkIhqZB6p4,36.8946714,-104.4476106,verified
322527,DaVita Las Cruces Renal at Home,3961 E LOHMAN AVE STE 29,NA,LAS CRUCES,NM,88011,Dona Ana,(575) 532-9437,20,DaVita Las Cruces Renal At Home,"3961 E Lohman Ave Ste 29, Las Cruces, NM 88011, United States",ChIJC1rW60893oYRz6cXU75KaNo,32.3202701,-106.7341527,manual
322528,322528 LAS CRUCES SOUTH DIALYSIS (FMC),2525 S TELSHOR BLVD STE B,NA,LAS CRUCES,NM,88011,Dona Ana,(575) 532-6066,16,Fresenius Kidney Care Las Cruces South,"2525 S Telshor Blvd STE B, Las Cruces, NM 88011, United States",ChIJYUVOHvIX3oYRRbh6BSrxn6w,32.2916998,-106.7336533,verified
322529,322529 CARLSBAD DIALYSIS (FMC),902 A WEST PIERCE,NA,CARLSBAD,NM,88220,Eddy,(575) 234-1327,12,Fresenius Kidney Care Carlsbad,"902 W Pierce St, Carlsbad, NM 88220, United States",ChIJpwvyD9N544YRIcsmBggwDwg,32.4365014,-104.2368236,verified
322530,322530 ALBUQUERQUE EAST (DCI),905 LOUISIANA BLVD NE,NA,ALBUQUERQUE,NM,87110,Bernalillo,(505) 254-1800,24,"Dialysis Clinic, Inc.","905 Louisiana Blvd NE, Albuquerque, NM 87110, United States",ChIJ_afli4cLIocRlOoNNkXstfA,35.0886635,-106.5691515,verified
322531,322531 Central Albuquerque DIALYSIS CENTER (FMC),5031 Indian School Rd NE,NA,Albuquerque,NM,87110,Bernalillo,(505) 255-0111,25,FRESENIUS KIDNEY CARE CENTRAL ALBUQUERQUE HOME,"5031 Indian School Rd NE, Albuquerque, NM 87110, United States",ChIJz4bjTK0LIocRUvYjvnuLRe0,35.10279999999999,-106.5887515,verified
322533,322533 NORTH RIO RANCHO DIALYSIS (FMC),7555 ENCHANTED HILLS BLVD STE 102,NA,RIO RANCHO,NM,87144,Sandoval,(505) 771-0316,29,Fresenius Kidney Care North Rio Rancho,"7555 Enchanted Hills Blvd NE Ste 102, Rio Rancho, NM 87144, United States",ChIJ5-dSHv54IocRbiAKSaihDek,35.327729,-106.5805977,manual
322534,USRC GALLUP DIALYSIS,725 HOSPITAL DR,NA,GALLUP,NM,87301,McKinley,(505) 863-3465,37,U.S. Renal Care,"725 Hospital Dr, Gallup, NM 87301, United States",ChIJY2oFCWPeJIcR8lWXc7dNV8Q,35.507824,-108.7257388,verified
322535,USRC ZUNI DIALYSIS,20 D Avenue,NA,ZUNI,NM,87327,McKinley,(505) 782-5663,31,Red Rock Dialysis-Zuni,"20 D Ave, Zuni, NM 87327, United States",ChIJscpUFixVJIcR4gfWMZ-VWYQ,35.0877049,-108.7917062,manual
322536,USRC CROWNPOINT DIALYSIS,STATE HWY 371 ROUTE 9,CROWNPOINT SHOPPING CENTER,CROWNPOINT,NM,87313,McKinley,(505) 786-5280,10,U.S. Renal Care,"NTUA Crownpoint District Office, Hwy 371, Crownpoint Shopping Ctr., W Navajo 9, Crownpoint, NM 87313, United States",ChIJ60uDydelJIcRQQO4Wtu4Ack,35.6975263,-108.1418989,manual
322537,DaVita Artesia Dialysis,1903 W. Main Street,NA,Artesia,NM,88210,Eddy,(575) 746-8818,12,DaVita Artesia Dialysis,"1903 W Main St, Artesia, NM 88210, United States",ChIJHX5HZ5Ku44YR0EkrNTjQtQM,32.8415031,-104.4200744,manual
322538,322538 SANTA FE HOME (FMC),"2100 CALLE DE LA VUELTA, Suite A101",NA,SANTA FE,NM,87505,Santa Fe,(505) 982-8659,5,FRESENIUS KIDNEY CARE SANTA FE HOME II,"2100 Calle De La Vuelta UNIT A101, Santa Fe, NM 87505, United States",ChIJbR2eKo9QGIcR5dvv7O8t5_4,35.6608851,-105.9551313,manual
322540,USRC GALLUP HOME,1801 RED ROCKS DR,NA,GALLUP,NM,87301,McKinley,(505) 863-3472,3,U.S. Renal Care,"1801 Redrock Dr, Gallup, NM 87301, United States",ChIJb1-_IgXfJIcRdcwSQfsPSVU,35.5082075,-108.7270051,verified
322541,322541 ALBUQUERQUE SOUTH (DCI),1725 isleta blvd SW,NA,ALBUQUERQUE,NM,87105,Bernalillo,(505) 877-3181,24,"Dialysis Clinic, Inc.","1725 Isleta Blvd SW, Albuquerque, NM 87105, United States",ChIJh64j_aoNIocRXj_r1pCyDMw,35.0511264,-106.6783406,manual
322542,322542 Fresenius Kidney Care HOME DIALYSIS OF NEW MEXICO,700 Lomas Blvd NE,Three Woodward Center,ALBUQUERQUE,NM,87102,Bernalillo,(505) 842-5210,3,FRESENIUS KIDNEY CARE HOME DIALYSIS - N.M.,"Three Woodward Center, 700 Lomas Blvd NE, Albuquerque, NM 87102, United States",ChIJKZeAw6UMIocRS0ooPYkfEGg,35.0896043,-106.6381206,verified
322543,322543 CUBA DIALYSIS (DCI),14 EAST CORDOVA AVE,NA,CUBA,NM,87103,Bernalillo,(575) 289-0090,16,"Dialysis Clinic, Inc.","14 E Cordova Ave, Cuba, NM 87013, United States",ChIJmWNVvbXLIocRjJMedCvcsvQ,36.0128966,-106.9629901,verified
322545,322545 JICARILLA APACHE NATION DIALYSIS TREATMENT CENTER,450 N MUNDO DR,NA,DULCE,NM,87528,Rio Arriba,(575) 759-0039,12,Jicarilla Apache Nation Dialysis Unit,"450 N Mundo Dr, Dulce, NM 87528, United States",ChIJ9ddkmKqjPYcRQEOo72StuSA,36.9145438,-106.9673985,verified
322546,322546 - LIBERTY ALBUQUERQUE DIALYSIS (FMC),3810 COMMONS AVE NE,NA,ALBUQUERQUE,NM,87109,Bernalillo,(505) 345-1224,19,Liberty Dialysis Liberty Albuquerque,"3810 Commons Ave NE, Albuquerque, NM 87109, United States",ChIJBVl6c_N0IocR3WdmQqSnqNk,35.14326459999999,-106.6028807,verified
322547,322547-KIDNEY CARE CENTER-HOBBS,3921 N. Calle Grande,NA,HOBBS,NM,88240,Lea,(575) 738-0400,17,Kidney Care Center - Hobbs,"3921 N Calle Grande, Hobbs, NM 88240, United States",ChIJJ97PY7Pq_IYRMDovjMr4Cmc,32.743046,-103.1579972,verified
322548,322548 - LIBERTY RIO RANCHO (FMC),5751 MCMAHON BLVD NW,NA,ALBUQUERQUE,NM,87114,Bernalillo,(505) 899-1019,19,Liberty Dialysis Liberty Rio Rancho,"5751 McMahon Blvd NW, Albuquerque, NM 87114, United States",ChIJ8yq9OaFxIocRXsjcb0gGuaI,35.2140985,-106.6999838,verified
322549,DaVita Del Norte Dialysis,5201 SAN MATEO BLVD NE,NA,ALBUQUERQUE,NM,87109,Bernalillo,(505) 884-4820,17,DaVita Del Norte Dialysis,"5201 San Mateo Blvd NE, Albuquerque, NM 87109, United States",ChIJrbjBiR11IocRta9CAEvwBbA,35.139988,-106.5871067,verified
322550,USRC CLOVIS DIALYSIS,4024 N PRINCE STREET,SUITE H,CLOVIS,NM,88101,Curry,(575) 762-2281,13,U.S. Renal Care,"4024 N Prince St Ste. H, Clovis, NM 88101, United States",ChIJdWyKvUfeAocRa8rUNnmus_E,34.439278,-103.1984617,verified
322551,322551-FMC- ALBUQUERQUE WESTSIDE,300 UNSER BLVD NW,NA,ALBUQUERQUE,NM,87121,Bernalillo,(505) 839-5282,21,FRESENIUS KIDNEY CARE ALBUQUERQUE WESTSIDE,"300 Unser Blvd NW, Albuquerque, NM 87121, United States",ChIJH7qD_FcNIocRQZ0HGA3BT4E,35.0800431,-106.723222,verified
322552,322552-FMC SANDHILL,1300 Enterprise Rd,NA,SOCORRO,NM,87801,Socorro,(505) 835-2045,8,Socorro Community Health Center,"1300 Enterprise Rd, Socorro, NM 87801, United States",ChIJnb1S-JTKIYcR6G-wFMfmijA,34.0341774,-106.9162079,verified
322553,322553-FRESENIUS KIDNEY CARE-CLOVIS HIGH PLAINS,121 TOWNSGATE PLAZA,NA,CLOVIS,NM,88101,Curry,(575) 763-2216,15,FRESENIUS KIDNEY CARE CLOVIS HIGHPLAINS,"121 Townsgate Plaza, Clovis, NM 88101, United States",ChIJs6jpy0LeAocRbC5MobSG3t0,34.4307255,-103.2083738,verified
